location,new_cases_per_million,Year,Quarter,Month,Day
Armenia,0,2020,Qtr 3,August,4
Aruba,18.733,2020,Qtr 1,March,13
Aruba,18.733,2020,Qtr 1,March,20
Aruba,74.93,2020,Qtr 1,March,24
Aruba,46.831,2020,Qtr 1,March,25
Aruba,18.733,2020,Qtr 1,March,26
Aruba,84.296,2020,Qtr 1,March,27
Aruba,0,2020,Qtr 1,March,28
Aruba,0,2020,Qtr 1,March,29
Aruba,206.058,2020,Qtr 1,March,30
Aruba,46.831,2020,Qtr 2,April,1
Aruba,0,2020,Qtr 2,April,2
Aruba,46.831,2020,Qtr 2,April,3
Aruba,18.733,2020,Qtr 2,April,4
Aruba,18.733,2020,Qtr 2,April,5
Aruba,0,2020,Qtr 2,April,6
Aruba,65.564,2020,Qtr 2,April,7
Aruba,28.099,2020,Qtr 2,April,8
Aruba,28.099,2020,Qtr 2,April,9
Aruba,46.831,2020,Qtr 2,April,10
Aruba,37.465,2020,Qtr 2,April,11
Aruba,56.198,2020,Qtr 2,April,12
Aruba,0,2020,Qtr 2,April,13
Aruba,0,2020,Qtr 2,April,14
Aruba,0,2020,Qtr 2,April,15
Aruba,9.366,2020,Qtr 2,April,16
Aruba,18.733,2020,Qtr 2,April,17
Aruba,9.366,2020,Qtr 2,April,18
Aruba,0,2020,Qtr 2,April,19
Aruba,9.366,2020,Qtr 2,April,20
Aruba,0,2020,Qtr 2,April,21
Aruba,0,2020,Qtr 2,April,22
Aruba,28.099,2020,Qtr 2,April,23
Aruba,0,2020,Qtr 2,April,24
Aruba,0,2020,Qtr 2,April,25
Aruba,0,2020,Qtr 2,April,26
Aruba,0,2020,Qtr 2,April,27
Aruba,0,2020,Qtr 2,April,28
Aruba,0,2020,Qtr 2,April,29
Aruba,0,2020,Qtr 2,April,30
Aruba,0,2020,Qtr 2,May,1
Aruba,0,2020,Qtr 2,May,2
Aruba,0,2020,Qtr 2,May,3
Aruba,0,2020,Qtr 2,May,4
Aruba,0,2020,Qtr 2,May,5
Aruba,0,2020,Qtr 2,May,6
Aruba,9.366,2020,Qtr 2,May,7
Aruba,0,2020,Qtr 2,May,8
Aruba,0,2020,Qtr 2,May,9
Aruba,0,2020,Qtr 2,May,10
Aruba,0,2020,Qtr 2,May,11
Aruba,0,2020,Qtr 2,May,12
Aruba,0,2020,Qtr 2,May,13
Aruba,0,2020,Qtr 2,May,14
Aruba,0,2020,Qtr 2,May,15
Aruba,0,2020,Qtr 2,May,16
Aruba,0,2020,Qtr 2,May,17
Aruba,0,2020,Qtr 2,May,18
Aruba,0,2020,Qtr 2,May,19
Aruba,0,2020,Qtr 2,May,20
Aruba,0,2020,Qtr 2,May,21
Aruba,0,2020,Qtr 2,May,22
Aruba,0,2020,Qtr 2,May,23
Aruba,0,2020,Qtr 2,May,24
Aruba,0,2020,Qtr 2,May,25
Aruba,0,2020,Qtr 2,May,26
Aruba,0,2020,Qtr 2,May,27
Aruba,0,2020,Qtr 2,May,28
Aruba,0,2020,Qtr 2,May,29
Aruba,0,2020,Qtr 2,May,30
Aruba,0,2020,Qtr 2,May,31
Aruba,0,2020,Qtr 2,June,1
Aruba,0,2020,Qtr 2,June,2
Aruba,0,2020,Qtr 2,June,3
Aruba,0,2020,Qtr 2,June,4
Aruba,0,2020,Qtr 2,June,5
Aruba,0,2020,Qtr 2,June,6
Aruba,0,2020,Qtr 2,June,7
Aruba,0,2020,Qtr 2,June,8
Aruba,0,2020,Qtr 2,June,9
Aruba,0,2020,Qtr 2,June,10
Aruba,0,2020,Qtr 2,June,11
Aruba,0,2020,Qtr 2,June,12
Aruba,0,2020,Qtr 2,June,13
Aruba,0,2020,Qtr 2,June,14
Aruba,0,2020,Qtr 2,June,15
Aruba,0,2020,Qtr 2,June,16
Aruba,0,2020,Qtr 2,June,17
Aruba,0,2020,Qtr 2,June,18
Aruba,0,2020,Qtr 2,June,19
Aruba,0,2020,Qtr 2,June,20
Aruba,0,2020,Qtr 2,June,21
Aruba,0,2020,Qtr 2,June,22
Aruba,0,2020,Qtr 2,June,23
Aruba,0,2020,Qtr 2,June,24
Aruba,0,2020,Qtr 2,June,25
Aruba,0,2020,Qtr 2,June,26
Aruba,0,2020,Qtr 2,June,27
Aruba,0,2020,Qtr 2,June,28
Aruba,0,2020,Qtr 2,June,29
Aruba,18.733,2020,Qtr 2,June,30
Aruba,0,2020,Qtr 3,July,1
Aruba,0,2020,Qtr 3,July,2
Aruba,9.366,2020,Qtr 3,July,3
Aruba,0,2020,Qtr 3,July,4
Aruba,9.366,2020,Qtr 3,July,5
Aruba,0,2020,Qtr 3,July,6
Aruba,0,2020,Qtr 3,July,7
Aruba,0,2020,Qtr 3,July,8
Aruba,0,2020,Qtr 3,July,9
Aruba,0,2020,Qtr 3,July,10
Aruba,0,2020,Qtr 3,July,11
Aruba,0,2020,Qtr 3,July,12
Aruba,0,2020,Qtr 3,July,13
Aruba,0,2020,Qtr 3,July,14
Aruba,9.366,2020,Qtr 3,July,15
Aruba,0,2020,Qtr 3,July,16
Aruba,18.733,2020,Qtr 3,July,17
Aruba,0,2020,Qtr 3,July,18
Aruba,0,2020,Qtr 3,July,19
Aruba,46.831,2020,Qtr 3,July,20
Aruba,18.733,2020,Qtr 3,July,21
Aruba,18.733,2020,Qtr 3,July,22
Aruba,0,2020,Qtr 3,July,23
Aruba,0,2020,Qtr 3,July,24
Aruba,9.366,2020,Qtr 3,July,25
Aruba,9.366,2020,Qtr 3,July,26
Aruba,0,2020,Qtr 3,July,27
Aruba,0,2020,Qtr 3,July,28
Aruba,0,2020,Qtr 3,July,29
Aruba,0,2020,Qtr 3,July,30
Aruba,9.366,2020,Qtr 3,July,31
Aruba,9.366,2020,Qtr 3,August,1
Aruba,0,2020,Qtr 3,August,2
Aruba,9.366,2020,Qtr 3,August,3
Aruba,18.733,2020,Qtr 3,August,4
Australia,0,2019,Qtr 4,December,31
Australia,0,2020,Qtr 1,January,1
Australia,0,2020,Qtr 1,January,2
Australia,0,2020,Qtr 1,January,3
Australia,0,2020,Qtr 1,January,4
Australia,0,2020,Qtr 1,January,5
Australia,0,2020,Qtr 1,January,6
Australia,0,2020,Qtr 1,January,7
Australia,0,2020,Qtr 1,January,8
Australia,0,2020,Qtr 1,January,9
Australia,0,2020,Qtr 1,January,10
Australia,0,2020,Qtr 1,January,11
Australia,0,2020,Qtr 1,January,12
Australia,0,2020,Qtr 1,January,13
Australia,0,2020,Qtr 1,January,14
Australia,0,2020,Qtr 1,January,15
Australia,0,2020,Qtr 1,January,16
Australia,0,2020,Qtr 1,January,17
Australia,0,2020,Qtr 1,January,18
Australia,0,2020,Qtr 1,January,19
Australia,0,2020,Qtr 1,January,20
Australia,0,2020,Qtr 1,January,21
Australia,0,2020,Qtr 1,January,22
Australia,0,2020,Qtr 1,January,23
Australia,0,2020,Qtr 1,January,24
Australia,0.039,2020,Qtr 1,January,25
Australia,0.118,2020,Qtr 1,January,26
Australia,0,2020,Qtr 1,January,27
Australia,0,2020,Qtr 1,January,28
Australia,0,2020,Qtr 1,January,29
Australia,0.078,2020,Qtr 1,January,30
Australia,0.039,2020,Qtr 1,January,31
Australia,0.078,2020,Qtr 1,February,1
Australia,0.078,2020,Qtr 1,February,2
Australia,0,2020,Qtr 1,February,3
Australia,0,2020,Qtr 1,February,4
Australia,0.039,2020,Qtr 1,February,5
Australia,0.039,2020,Qtr 1,February,6
Australia,0.039,2020,Qtr 1,February,7
Australia,0,2020,Qtr 1,February,8
Australia,0,2020,Qtr 1,February,9
Australia,0,2020,Qtr 1,February,10
Australia,0,2020,Qtr 1,February,11
Australia,0,2020,Qtr 1,February,12
Australia,0,2020,Qtr 1,February,13
Australia,0.039,2020,Qtr 1,February,14
Australia,0,2020,Qtr 1,February,15
Australia,0,2020,Qtr 1,February,16
Australia,0,2020,Qtr 1,February,17
Australia,0,2020,Qtr 1,February,18
Australia,0,2020,Qtr 1,February,19
Australia,0,2020,Qtr 1,February,20
Australia,0.078,2020,Qtr 1,February,21
Australia,0.157,2020,Qtr 1,February,22
Australia,0.039,2020,Qtr 1,February,23
Australia,0,2020,Qtr 1,February,24
Australia,0,2020,Qtr 1,February,25
Australia,0,2020,Qtr 1,February,26
Australia,0.039,2020,Qtr 1,February,27
Australia,0,2020,Qtr 1,February,28
Australia,0.078,2020,Qtr 1,February,29
Australia,0.039,2020,Qtr 1,March,1
Australia,0.118,2020,Qtr 1,March,2
Australia,0.157,2020,Qtr 1,March,3
Australia,0.314,2020,Qtr 1,March,4
Australia,0.431,2020,Qtr 1,March,5
Australia,0.275,2020,Qtr 1,March,6
Australia,0.157,2020,Qtr 1,March,7
Australia,0.431,2020,Qtr 1,March,8
Australia,0.235,2020,Qtr 1,March,9
Australia,0.784,2020,Qtr 1,March,10
Australia,0.471,2020,Qtr 1,March,11
Australia,0.549,2020,Qtr 1,March,12
Australia,1.176,2020,Qtr 1,March,13
Australia,1.608,2020,Qtr 1,March,14
Australia,2.039,2020,Qtr 1,March,15
Australia,1.922,2020,Qtr 1,March,16
Australia,3.02,2020,Qtr 1,March,17
Australia,3.098,2020,Qtr 1,March,18
Australia,4.353,2020,Qtr 1,March,19
Australia,5.647,2020,Qtr 1,March,20
Australia,6.471,2020,Qtr 1,March,21
Australia,8.784,2020,Qtr 1,March,22
Australia,23.961,2020,Qtr 1,March,23
Australia,4.471,2020,Qtr 1,March,24
Australia,23.53,2020,Qtr 1,March,25
Australia,14.745,2020,Qtr 1,March,26
Australia,14.392,2020,Qtr 1,March,27
Australia,8.314,2020,Qtr 1,March,28
Australia,16.902,2020,Qtr 1,March,29
Australia,11.137,2020,Qtr 1,March,30
Australia,18.196,2020,Qtr 1,March,31
Australia,5.882,2020,Qtr 2,April,1
Australia,10.549,2020,Qtr 2,April,2
Australia,9.726,2020,Qtr 2,April,3
Australia,12.706,2020,Qtr 2,April,4
Australia,5.451,2020,Qtr 2,April,5
Australia,2.235,2020,Qtr 2,April,6
Australia,3.922,2020,Qtr 2,April,7
Australia,4.392,2020,Qtr 2,April,8
Australia,3.765,2020,Qtr 2,April,9
Australia,3.922,2020,Qtr 2,April,10
Australia,3.373,2020,Qtr 2,April,11
Australia,2,2020,Qtr 2,April,12
Australia,1.294,2020,Qtr 2,April,13
Australia,1.725,2020,Qtr 2,April,14
Australia,1.961,2020,Qtr 2,April,15
Australia,1.647,2020,Qtr 2,April,16
Australia,1.529,2020,Qtr 2,April,17
Australia,1.412,2020,Qtr 2,April,18
Australia,2.078,2020,Qtr 2,April,19
Australia,1.02,2020,Qtr 2,April,20
Australia,0.51,2020,Qtr 2,April,21
Australia,0.863,2020,Qtr 2,April,22
Australia,0.275,2020,Qtr 2,April,23
Australia,0.51,2020,Qtr 2,April,24
Australia,0.784,2020,Qtr 2,April,25
Australia,0.627,2020,Qtr 2,April,26
Australia,0.392,2020,Qtr 2,April,27
Australia,0.471,2020,Qtr 2,April,28
Australia,0.51,2020,Qtr 2,April,29
Australia,0.314,2020,Qtr 2,April,30
Australia,0.627,2020,Qtr 2,May,1
Australia,0.196,2020,Qtr 2,May,2
Australia,0.627,2020,Qtr 2,May,3
Australia,0.706,2020,Qtr 2,May,4
Australia,0.941,2020,Qtr 2,May,5
Australia,0.941,2020,Qtr 2,May,6
Australia,1.02,2020,Qtr 2,May,7
Australia,0.824,2020,Qtr 2,May,8
Australia,0.706,2020,Qtr 2,May,9
Australia,0.588,2020,Qtr 2,May,10
Australia,0.471,2020,Qtr 2,May,11
Australia,0.275,2020,Qtr 2,May,12
Australia,0.627,2020,Qtr 2,May,13
Australia,0.431,2020,Qtr 2,May,14
Australia,0.549,2020,Qtr 2,May,15
Australia,1.176,2020,Qtr 2,May,16
Australia,0.667,2020,Qtr 2,May,17
Australia,0.353,2020,Qtr 2,May,18
Australia,0.588,2020,Qtr 2,May,19
Australia,0.314,2020,Qtr 2,May,20
Australia,0.431,2020,Qtr 2,May,21
Australia,0.078,2020,Qtr 2,May,22
Australia,0.549,2020,Qtr 2,May,23
Australia,0.431,2020,Qtr 2,May,24
Australia,0.118,2020,Qtr 2,May,25
Australia,0.353,2020,Qtr 2,May,26
Australia,0.588,2020,Qtr 2,May,27
Australia,0.235,2020,Qtr 2,May,28
Australia,0.431,2020,Qtr 2,May,29
Australia,0.902,2020,Qtr 2,May,30
Australia,0.471,2020,Qtr 2,May,31
Australia,0.392,2020,Qtr 2,June,1
Australia,0.353,2020,Qtr 2,June,2
Australia,0.667,2020,Qtr 2,June,3
Australia,0.314,2020,Qtr 2,June,4
Australia,0.431,2020,Qtr 2,June,5
Australia,0.431,2020,Qtr 2,June,6
Australia,0.157,2020,Qtr 2,June,7
Australia,0.196,2020,Qtr 2,June,8
Australia,0.196,2020,Qtr 2,June,9
Australia,0.078,2020,Qtr 2,June,10
Australia,0.353,2020,Qtr 2,June,11
Australia,0.353,2020,Qtr 2,June,12
Australia,0.196,2020,Qtr 2,June,13
Australia,0.471,2020,Qtr 2,June,14
Australia,0.706,2020,Qtr 2,June,15
Australia,0.588,2020,Qtr 2,June,16
Australia,0.471,2020,Qtr 2,June,17
Australia,0.902,2020,Qtr 2,June,18
Australia,0.824,2020,Qtr 2,June,19
Australia,0.706,2020,Qtr 2,June,20
Australia,1.059,2020,Qtr 2,June,21
Australia,0.98,2020,Qtr 2,June,22
Australia,0.51,2020,Qtr 2,June,23
Australia,0.706,2020,Qtr 2,June,24
Australia,1.137,2020,Qtr 2,June,25
Australia,1.451,2020,Qtr 2,June,26
Australia,1.451,2020,Qtr 2,June,27
Australia,1.804,2020,Qtr 2,June,28
Australia,1.765,2020,Qtr 2,June,29
Australia,3.176,2020,Qtr 2,June,30
Australia,2.627,2020,Qtr 3,July,1
Australia,3.373,2020,Qtr 3,July,2
Australia,3.176,2020,Qtr 3,July,3
Australia,9.961,2020,Qtr 3,July,4
Australia,4.196,2020,Qtr 3,July,5
Australia,3.412,2020,Qtr 3,July,6
Australia,5.373,2020,Qtr 3,July,7
Australia,6.627,2020,Qtr 3,July,8
Australia,5.137,2020,Qtr 3,July,9
Australia,6.784,2020,Qtr 3,July,10
Australia,11.765,2020,Qtr 3,July,11
Australia,7.608,2020,Qtr 3,July,12
Australia,9.569,2020,Qtr 3,July,13
Australia,7.177,2020,Qtr 3,July,14
Australia,10.628,2020,Qtr 3,July,15
Australia,9.569,2020,Qtr 3,July,16
Australia,12.353,2020,Qtr 3,July,17
Australia,16.667,2020,Qtr 3,July,18
Australia,8.078,2020,Qtr 3,July,19
Australia,14.157,2020,Qtr 3,July,20
Australia,10.471,2020,Qtr 3,July,21
Australia,14.078,2020,Qtr 3,July,22
Australia,18.353,2020,Qtr 3,July,23
Australia,16.079,2020,Qtr 3,July,24
Australia,11.333,2020,Qtr 3,July,25
Australia,13.922,2020,Qtr 3,July,26
Australia,17.765,2020,Qtr 3,July,27
Australia,20.863,2020,Qtr 3,July,28
Australia,14.471,2020,Qtr 3,July,29
Australia,10.902,2020,Qtr 3,July,30
Australia,28.275,2020,Qtr 3,July,31
Australia,23.608,2020,Qtr 3,August,1
Australia,14.784,2020,Qtr 3,August,2
Australia,25.137,2020,Qtr 3,August,3
Australia,15.49,2020,Qtr 3,August,4
Austria,0,2019,Qtr 4,December,31
Austria,0,2020,Qtr 1,January,1
Austria,0,2020,Qtr 1,January,2
Austria,0,2020,Qtr 1,January,3
Austria,0,2020,Qtr 1,January,4
Austria,0,2020,Qtr 1,January,5
Austria,0,2020,Qtr 1,January,6
Austria,0,2020,Qtr 1,January,7
Austria,0,2020,Qtr 1,January,8
Austria,0,2020,Qtr 1,January,9
Austria,0,2020,Qtr 1,January,10
Austria,0,2020,Qtr 1,January,11
Austria,0,2020,Qtr 1,January,12
Austria,0,2020,Qtr 1,January,13
Austria,0,2020,Qtr 1,January,14
Austria,0,2020,Qtr 1,January,15
Austria,0,2020,Qtr 1,January,16
Austria,0,2020,Qtr 1,January,17
Austria,0,2020,Qtr 1,January,18
Austria,0,2020,Qtr 1,January,19
Austria,0,2020,Qtr 1,January,20
Austria,0,2020,Qtr 1,January,21
Austria,0,2020,Qtr 1,January,22
Austria,0,2020,Qtr 1,January,23
Austria,0,2020,Qtr 1,January,24
Austria,0,2020,Qtr 1,January,25
Austria,0,2020,Qtr 1,January,26
Austria,0,2020,Qtr 1,January,27
Austria,0,2020,Qtr 1,January,28
Austria,0,2020,Qtr 1,January,29
Austria,0,2020,Qtr 1,January,30
Austria,0,2020,Qtr 1,January,31
Austria,0,2020,Qtr 1,February,1
Austria,0,2020,Qtr 1,February,2
Austria,0,2020,Qtr 1,February,3
Austria,0,2020,Qtr 1,February,4
Austria,0,2020,Qtr 1,February,5
Austria,0,2020,Qtr 1,February,6
Austria,0,2020,Qtr 1,February,7
Austria,0,2020,Qtr 1,February,8
Austria,0,2020,Qtr 1,February,9
Austria,0,2020,Qtr 1,February,10
Austria,0,2020,Qtr 1,February,11
Austria,0,2020,Qtr 1,February,12
Austria,0,2020,Qtr 1,February,13
Austria,0,2020,Qtr 1,February,14
Austria,0,2020,Qtr 1,February,15
Austria,0,2020,Qtr 1,February,16
Austria,0,2020,Qtr 1,February,17
Austria,0,2020,Qtr 1,February,18
Austria,0,2020,Qtr 1,February,19
Austria,0,2020,Qtr 1,February,20
Austria,0,2020,Qtr 1,February,21
Austria,0,2020,Qtr 1,February,22
Austria,0,2020,Qtr 1,February,23
Austria,0,2020,Qtr 1,February,24
Austria,0,2020,Qtr 1,February,25
Austria,0.222,2020,Qtr 1,February,26
Austria,0,2020,Qtr 1,February,27
Austria,0.333,2020,Qtr 1,February,28
Austria,0.222,2020,Qtr 1,February,29
Austria,0.333,2020,Qtr 1,March,1
Austria,0.444,2020,Qtr 1,March,2
Austria,0.444,2020,Qtr 1,March,3
Austria,0.666,2020,Qtr 1,March,4
Austria,0.555,2020,Qtr 1,March,5
Austria,1.332,2020,Qtr 1,March,6
Austria,3.664,2020,Qtr 1,March,7
Austria,2.776,2020,Qtr 1,March,8
Austria,0.333,2020,Qtr 1,March,9
Austria,3.22,2020,Qtr 1,March,10
Austria,5.663,2020,Qtr 1,March,11
Austria,7.106,2020,Qtr 1,March,12
Austria,12.769,2020,Qtr 1,March,13
Austria,15.878,2020,Qtr 1,March,14
Austria,16.766,2020,Qtr 1,March,15
Austria,22.762,2020,Qtr 1,March,16
Austria,17.321,2020,Qtr 1,March,17
Austria,35.086,2020,Qtr 1,March,18
Austria,34.864,2020,Qtr 1,March,19
Austria,61.068,2020,Qtr 1,March,20
Austria,50.298,2020,Qtr 1,March,21
Austria,41.637,2020,Qtr 1,March,22
Austria,67.397,2020,Qtr 1,March,23
Austria,94.932,2020,Qtr 1,March,24
Austria,88.382,2020,Qtr 1,March,25
Austria,67.285,2020,Qtr 1,March,26
Austria,126.688,2020,Qtr 1,March,27
Austria,74.169,2020,Qtr 1,March,28
Austria,65.953,2020,Qtr 1,March,29
Austria,57.959,2020,Qtr 1,March,30
Austria,89.381,2020,Qtr 1,March,31
Austria,62.622,2020,Qtr 2,April,1
Austria,58.736,2020,Qtr 2,April,2
Austria,46.411,2020,Qtr 2,April,3
Austria,43.969,2020,Qtr 2,April,4
Austria,26.759,2020,Qtr 2,April,5
Austria,24.094,2020,Qtr 2,April,6
Austria,34.864,2020,Qtr 2,April,7
Austria,38.084,2020,Qtr 2,April,8
Austria,36.53,2020,Qtr 2,April,9
Austria,30.978,2020,Qtr 2,April,10
Austria,34.642,2020,Qtr 2,April,11
Austria,27.425,2020,Qtr 2,April,12
Austria,14.434,2020,Qtr 2,April,13
Austria,11.769,2020,Qtr 2,April,14
Austria,21.207,2020,Qtr 2,April,15
Austria,15.1,2020,Qtr 2,April,16
Austria,8.661,2020,Qtr 2,April,17
Austria,17.21,2020,Qtr 2,April,18
Austria,6.551,2020,Qtr 2,April,19
Austria,5.33,2020,Qtr 2,April,20
Austria,8.105,2020,Qtr 2,April,21
Austria,5.552,2020,Qtr 2,April,22
Austria,10.104,2020,Qtr 2,April,23
Austria,6.773,2020,Qtr 2,April,24
Austria,9.216,2020,Qtr 2,April,25
Austria,7.328,2020,Qtr 2,April,26
Austria,6.107,2020,Qtr 2,April,27
Austria,7.439,2020,Qtr 2,April,28
Austria,6.44,2020,Qtr 2,April,29
Austria,5.552,2020,Qtr 2,April,30
Austria,6.662,2020,Qtr 2,May,1
Austria,3.775,2020,Qtr 2,May,2
Austria,1.332,2020,Qtr 2,May,3
Austria,7.55,2020,Qtr 2,May,4
Austria,3.442,2020,Qtr 2,May,5
Austria,1.888,2020,Qtr 2,May,6
Austria,7.217,2020,Qtr 2,May,7
Austria,2.443,2020,Qtr 2,May,8
Austria,6.884,2020,Qtr 2,May,9
Austria,4.663,2020,Qtr 2,May,10
Austria,1.11,2020,Qtr 2,May,11
Austria,9.66,2020,Qtr 2,May,12
Austria,3.997,2020,Qtr 2,May,13
Austria,5.996,2020,Qtr 2,May,14
Austria,4.552,2020,Qtr 2,May,15
Austria,6.995,2020,Qtr 2,May,16
Austria,7.994,2020,Qtr 2,May,17
Austria,1.554,2020,Qtr 2,May,18
Austria,2.776,2020,Qtr 2,May,19
Austria,8.661,2020,Qtr 2,May,20
Austria,1.999,2020,Qtr 2,May,21
Austria,6.329,2020,Qtr 2,May,22
Austria,3.22,2020,Qtr 2,May,23
Austria,5.107,2020,Qtr 2,May,24
Austria,3.553,2020,Qtr 2,May,25
Austria,2.221,2020,Qtr 2,May,26
Austria,4.219,2020,Qtr 2,May,27
Austria,1.999,2020,Qtr 2,May,28
Austria,3.109,2020,Qtr 2,May,29
Austria,5.663,2020,Qtr 2,May,30
Austria,4.885,2020,Qtr 2,May,31
Austria,0.444,2020,Qtr 2,June,1
Austria,2.332,2020,Qtr 2,June,2
Austria,1.221,2020,Qtr 2,June,3
Austria,3.442,2020,Qtr 2,June,4
Austria,3.997,2020,Qtr 2,June,5
Austria,6.884,2020,Qtr 2,June,6
Austria,2.11,2020,Qtr 2,June,7
Austria,5.107,2020,Qtr 2,June,8
Austria,2.332,2020,Qtr 2,June,9
Austria,1.443,2020,Qtr 2,June,10
Austria,3.775,2020,Qtr 2,June,11
Austria,3.109,2020,Qtr 2,June,12
Austria,3.331,2020,Qtr 2,June,13
Austria,2.221,2020,Qtr 2,June,14
Austria,2.665,2020,Qtr 2,June,15
Austria,2.998,2020,Qtr 2,June,16
Austria,3.664,2020,Qtr 2,June,17
Austria,1.888,2020,Qtr 2,June,18
Austria,4.441,2020,Qtr 2,June,19
Austria,3.331,2020,Qtr 2,June,20
Austria,6.884,2020,Qtr 2,June,21
Austria,4.219,2020,Qtr 2,June,22
Austria,3.886,2020,Qtr 2,June,23
Austria,3.442,2020,Qtr 2,June,24
Austria,3.664,2020,Qtr 2,June,25
Austria,5.219,2020,Qtr 2,June,26
Austria,7.439,2020,Qtr 2,June,27
Austria,7.106,2020,Qtr 2,June,28
Austria,6.995,2020,Qtr 2,June,29
Austria,4.552,2020,Qtr 2,June,30
Austria,12.325,2020,Qtr 3,July,1
Austria,4.108,2020,Qtr 3,July,2
Austria,15.322,2020,Qtr 3,July,3
Austria,13.435,2020,Qtr 3,July,4
Austria,13.657,2020,Qtr 3,July,5
Austria,8.105,2020,Qtr 3,July,6
Austria,6.329,2020,Qtr 3,July,7
Austria,9.882,2020,Qtr 3,July,8
Austria,11.214,2020,Qtr 3,July,9
Austria,10.77,2020,Qtr 3,July,10
Austria,8.216,2020,Qtr 3,July,11
Austria,11.991,2020,Qtr 3,July,12
Austria,5.774,2020,Qtr 3,July,13
Austria,1.332,2020,Qtr 3,July,14
Austria,22.317,2020,Qtr 3,July,15
Austria,6.107,2020,Qtr 3,July,16
Austria,16.988,2020,Qtr 3,July,17
Austria,15.322,2020,Qtr 3,July,18
Austria,11.325,2020,Qtr 3,July,19
Austria,6.995,2020,Qtr 3,July,20
Austria,11.991,2020,Qtr 3,July,21
Austria,15.433,2020,Qtr 3,July,22
Austria,15.545,2020,Qtr 3,July,23
Austria,18.209,2020,Qtr 3,July,24
Austria,11.88,2020,Qtr 3,July,25
Austria,13.324,2020,Qtr 3,July,26
Austria,15.211,2020,Qtr 3,July,27
Austria,7.106,2020,Qtr 3,July,28
Austria,14.656,2020,Qtr 3,July,29
Austria,18.209,2020,Qtr 3,July,30
Austria,18.098,2020,Qtr 3,July,31
Austria,9.882,2020,Qtr 3,August,1
Austria,13.99,2020,Qtr 3,August,2
Austria,9.438,2020,Qtr 3,August,3
Austria,3.553,2020,Qtr 3,August,4
Azerbaijan,0,2019,Qtr 4,December,31
Azerbaijan,0,2020,Qtr 1,January,1
Azerbaijan,0,2020,Qtr 1,January,2
Azerbaijan,0,2020,Qtr 1,January,3
Azerbaijan,0,2020,Qtr 1,January,4
Azerbaijan,0,2020,Qtr 1,January,5
Azerbaijan,0,2020,Qtr 1,January,6
Azerbaijan,0,2020,Qtr 1,January,7
Azerbaijan,0,2020,Qtr 1,January,8
Azerbaijan,0,2020,Qtr 1,January,9
Azerbaijan,0,2020,Qtr 1,January,10
Azerbaijan,0,2020,Qtr 1,January,11
Azerbaijan,0,2020,Qtr 1,January,12
Azerbaijan,0,2020,Qtr 1,January,13
Azerbaijan,0,2020,Qtr 1,January,14
Azerbaijan,0,2020,Qtr 1,January,15
Azerbaijan,0,2020,Qtr 1,January,16
Azerbaijan,0,2020,Qtr 1,January,17
Azerbaijan,0,2020,Qtr 1,January,18
Azerbaijan,0,2020,Qtr 1,January,19
Azerbaijan,0,2020,Qtr 1,January,20
Azerbaijan,0,2020,Qtr 1,January,21
Azerbaijan,0,2020,Qtr 1,January,22
Azerbaijan,0,2020,Qtr 1,January,23
Azerbaijan,0,2020,Qtr 1,January,24
Azerbaijan,0,2020,Qtr 1,January,25
Azerbaijan,0,2020,Qtr 1,January,26
Azerbaijan,0,2020,Qtr 1,January,27
Azerbaijan,0,2020,Qtr 1,January,28
Azerbaijan,0,2020,Qtr 1,January,29
Azerbaijan,0,2020,Qtr 1,January,30
Azerbaijan,0,2020,Qtr 1,January,31
Azerbaijan,0,2020,Qtr 1,February,1
Azerbaijan,0,2020,Qtr 1,February,2
Azerbaijan,0,2020,Qtr 1,February,3
Azerbaijan,0,2020,Qtr 1,February,4
Azerbaijan,0,2020,Qtr 1,February,5
Azerbaijan,0,2020,Qtr 1,February,6
Azerbaijan,0,2020,Qtr 1,February,7
Azerbaijan,0,2020,Qtr 1,February,8
Azerbaijan,0,2020,Qtr 1,February,9
Azerbaijan,0,2020,Qtr 1,February,10
Azerbaijan,0,2020,Qtr 1,February,11
Azerbaijan,0,2020,Qtr 1,February,12
Azerbaijan,0,2020,Qtr 1,February,13
Azerbaijan,0,2020,Qtr 1,February,14
Azerbaijan,0,2020,Qtr 1,February,15
Azerbaijan,0,2020,Qtr 1,February,16
Azerbaijan,0,2020,Qtr 1,February,17
Azerbaijan,0,2020,Qtr 1,February,18
Azerbaijan,0,2020,Qtr 1,February,19
Azerbaijan,0,2020,Qtr 1,February,20
Azerbaijan,0,2020,Qtr 1,February,21
Azerbaijan,0,2020,Qtr 1,February,22
Azerbaijan,0,2020,Qtr 1,February,23
Azerbaijan,0,2020,Qtr 1,February,24
Azerbaijan,0,2020,Qtr 1,February,25
Azerbaijan,0,2020,Qtr 1,February,26
Azerbaijan,0,2020,Qtr 1,February,27
Azerbaijan,0,2020,Qtr 1,February,28
Azerbaijan,0.099,2020,Qtr 1,February,29
Azerbaijan,0,2020,Qtr 1,March,1
Azerbaijan,0.197,2020,Qtr 1,March,2
Azerbaijan,0.296,2020,Qtr 1,March,6
Azerbaijan,0.296,2020,Qtr 1,March,7
Azerbaijan,0.197,2020,Qtr 1,March,11
Azerbaijan,0.197,2020,Qtr 1,March,12
Azerbaijan,0,2020,Qtr 1,March,13
