location,new_cases_per_million,Year,Quarter,Month,Day
Andorra,51.77,2020,Qtr 2,April,21
Andorra,0,2020,Qtr 2,April,22
Andorra,77.655,2020,Qtr 2,April,23
Andorra,12.942,2020,Qtr 2,April,24
Andorra,90.597,2020,Qtr 2,April,25
Andorra,25.885,2020,Qtr 2,April,26
Andorra,90.597,2020,Qtr 2,April,27
Andorra,38.827,2020,Qtr 2,April,28
Andorra,0,2020,Qtr 2,April,29
Andorra,0,2020,Qtr 2,April,30
Andorra,25.885,2020,Qtr 2,May,1
Andorra,12.942,2020,Qtr 2,May,2
Andorra,12.942,2020,Qtr 2,May,3
Andorra,12.942,2020,Qtr 2,May,4
Andorra,25.885,2020,Qtr 2,May,5
Andorra,12.942,2020,Qtr 2,May,6
Andorra,0,2020,Qtr 2,May,7
Andorra,12.942,2020,Qtr 2,May,8
Andorra,0,2020,Qtr 2,May,9
Andorra,25.885,2020,Qtr 2,May,10
Andorra,12.942,2020,Qtr 2,May,11
Andorra,12.942,2020,Qtr 2,May,12
Andorra,25.885,2020,Qtr 2,May,13
Andorra,25.885,2020,Qtr 2,May,14
Andorra,12.942,2020,Qtr 2,May,15
Andorra,0,2020,Qtr 2,May,16
Andorra,0,2020,Qtr 2,May,17
Andorra,0,2020,Qtr 2,May,18
Andorra,0,2020,Qtr 2,May,19
Andorra,0,2020,Qtr 2,May,20
Andorra,12.942,2020,Qtr 2,May,21
Andorra,0,2020,Qtr 2,May,22
Andorra,0,2020,Qtr 2,May,23
Andorra,0,2020,Qtr 2,May,24
Andorra,12.942,2020,Qtr 2,May,25
Andorra,0,2020,Qtr 2,May,26
Andorra,0,2020,Qtr 2,May,27
Andorra,0,2020,Qtr 2,May,28
Andorra,0,2020,Qtr 2,May,29
Andorra,12.942,2020,Qtr 2,May,30
Andorra,0,2020,Qtr 2,May,31
Andorra,0,2020,Qtr 2,June,1
Andorra,12.942,2020,Qtr 2,June,2
Andorra,1022.455,2020,Qtr 2,June,3
Andorra,90.597,2020,Qtr 2,June,4
Andorra,12.942,2020,Qtr 2,June,5
Andorra,0,2020,Qtr 2,June,6
Andorra,0,2020,Qtr 2,June,7
Andorra,0,2020,Qtr 2,June,8
Andorra,0,2020,Qtr 2,June,9
Andorra,0,2020,Qtr 2,June,10
Andorra,0,2020,Qtr 2,June,11
Andorra,0,2020,Qtr 2,June,12
Andorra,12.942,2020,Qtr 2,June,13
Andorra,0,2020,Qtr 2,June,14
Andorra,0,2020,Qtr 2,June,15
Andorra,0,2020,Qtr 2,June,16
Andorra,12.942,2020,Qtr 2,June,17
Andorra,0,2020,Qtr 2,June,18
Andorra,12.942,2020,Qtr 2,June,19
Andorra,0,2020,Qtr 2,June,20
Andorra,0,2020,Qtr 2,June,21
Andorra,0,2020,Qtr 2,June,22
Andorra,0,2020,Qtr 2,June,23
Andorra,0,2020,Qtr 2,June,24
Andorra,0,2020,Qtr 2,June,25
Andorra,0,2020,Qtr 2,June,26
Andorra,0,2020,Qtr 2,June,27
Andorra,0,2020,Qtr 2,June,28
Andorra,0,2020,Qtr 2,June,29
Andorra,0,2020,Qtr 2,June,30
Andorra,0,2020,Qtr 3,July,1
Andorra,0,2020,Qtr 3,July,2
Andorra,0,2020,Qtr 3,July,3
Andorra,0,2020,Qtr 3,July,4
Andorra,0,2020,Qtr 3,July,5
Andorra,0,2020,Qtr 3,July,6
Andorra,0,2020,Qtr 3,July,7
Andorra,0,2020,Qtr 3,July,8
Andorra,0,2020,Qtr 3,July,9
Andorra,0,2020,Qtr 3,July,10
Andorra,0,2020,Qtr 3,July,11
Andorra,0,2020,Qtr 3,July,12
Andorra,0,2020,Qtr 3,July,13
Andorra,38.827,2020,Qtr 3,July,14
Andorra,38.827,2020,Qtr 3,July,15
Andorra,12.942,2020,Qtr 3,July,16
Andorra,194.137,2020,Qtr 3,July,17
Andorra,38.827,2020,Qtr 3,July,18
Andorra,0,2020,Qtr 3,July,19
Andorra,0,2020,Qtr 3,July,20
Andorra,51.77,2020,Qtr 3,July,21
Andorra,0,2020,Qtr 3,July,22
Andorra,64.712,2020,Qtr 3,July,23
Andorra,0,2020,Qtr 3,July,24
Andorra,0,2020,Qtr 3,July,25
Andorra,103.54,2020,Qtr 3,July,26
Andorra,0,2020,Qtr 3,July,27
Andorra,129.425,2020,Qtr 3,July,28
Andorra,0,2020,Qtr 3,July,29
Andorra,142.367,2020,Qtr 3,July,30
Andorra,51.77,2020,Qtr 3,July,31
Andorra,38.827,2020,Qtr 3,August,1
Andorra,0,2020,Qtr 3,August,2
Andorra,0,2020,Qtr 3,August,3
Andorra,155.31,2020,Qtr 3,August,4
Angola,0.061,2020,Qtr 1,March,22
Angola,0,2020,Qtr 1,March,23
Angola,0,2020,Qtr 1,March,24
Angola,0,2020,Qtr 1,March,25
Angola,0,2020,Qtr 1,March,26
Angola,0.03,2020,Qtr 1,March,27
Angola,0.03,2020,Qtr 1,March,28
Angola,0,2020,Qtr 1,March,29
Angola,0.091,2020,Qtr 1,March,30
Angola,0,2020,Qtr 1,March,31
Angola,0,2020,Qtr 2,April,1
Angola,0.03,2020,Qtr 2,April,2
Angola,0,2020,Qtr 2,April,3
Angola,0,2020,Qtr 2,April,4
Angola,0.061,2020,Qtr 2,April,5
Angola,0.122,2020,Qtr 2,April,6
Angola,0.061,2020,Qtr 2,April,7
Angola,0.03,2020,Qtr 2,April,8
Angola,0.061,2020,Qtr 2,April,9
Angola,0,2020,Qtr 2,April,10
Angola,0,2020,Qtr 2,April,11
Angola,0,2020,Qtr 2,April,12
Angola,0,2020,Qtr 2,April,13
Angola,0,2020,Qtr 2,April,14
Angola,0,2020,Qtr 2,April,15
Angola,0,2020,Qtr 2,April,16
Angola,0,2020,Qtr 2,April,17
Angola,0,2020,Qtr 2,April,18
Angola,0.152,2020,Qtr 2,April,19
Angola,0,2020,Qtr 2,April,20
Angola,0,2020,Qtr 2,April,21
Angola,0,2020,Qtr 2,April,22
Angola,0,2020,Qtr 2,April,23
Angola,0.03,2020,Qtr 2,April,24
Angola,0,2020,Qtr 2,April,25
Angola,0,2020,Qtr 2,April,26
Angola,0.03,2020,Qtr 2,April,27
Angola,0.03,2020,Qtr 2,April,28
Angola,0,2020,Qtr 2,April,29
Angola,0,2020,Qtr 2,April,30
Angola,0,2020,Qtr 2,May,1
Angola,0.061,2020,Qtr 2,May,2
Angola,0.183,2020,Qtr 2,May,3
Angola,0,2020,Qtr 2,May,4
Angola,0,2020,Qtr 2,May,5
Angola,0.03,2020,Qtr 2,May,6
Angola,0,2020,Qtr 2,May,7
Angola,0,2020,Qtr 2,May,8
Angola,0.213,2020,Qtr 2,May,9
Angola,0,2020,Qtr 2,May,10
Angola,0.061,2020,Qtr 2,May,11
Angola,0,2020,Qtr 2,May,12
Angola,0,2020,Qtr 2,May,13
Angola,0,2020,Qtr 2,May,14
Angola,0.091,2020,Qtr 2,May,15
Angola,0,2020,Qtr 2,May,16
Angola,0,2020,Qtr 2,May,17
Angola,0,2020,Qtr 2,May,18
Angola,0,2020,Qtr 2,May,19
Angola,0.061,2020,Qtr 2,May,20
Angola,0.061,2020,Qtr 2,May,21
Angola,0.183,2020,Qtr 2,May,22
Angola,0.061,2020,Qtr 2,May,23
Angola,0,2020,Qtr 2,May,24
Angola,0.274,2020,Qtr 2,May,25
Angola,0,2020,Qtr 2,May,26
Angola,0.061,2020,Qtr 2,May,27
Angola,0,2020,Qtr 2,May,28
Angola,0.061,2020,Qtr 2,May,29
Angola,0.122,2020,Qtr 2,May,30
Angola,0.213,2020,Qtr 2,May,31
Angola,0.061,2020,Qtr 2,June,1
Angola,0,2020,Qtr 2,June,2
Angola,0,2020,Qtr 2,June,3
Angola,0,2020,Qtr 2,June,4
Angola,0,2020,Qtr 2,June,5
Angola,0,2020,Qtr 2,June,6
Angola,0,2020,Qtr 2,June,7
Angola,0.152,2020,Qtr 2,June,8
Angola,0.03,2020,Qtr 2,June,9
Angola,0.122,2020,Qtr 2,June,10
Angola,0.517,2020,Qtr 2,June,11
Angola,0.152,2020,Qtr 2,June,12
Angola,0.365,2020,Qtr 2,June,13
Angola,0.243,2020,Qtr 2,June,14
Angola,0.061,2020,Qtr 2,June,15
Angola,0.061,2020,Qtr 2,June,16
Angola,0,2020,Qtr 2,June,17
Angola,0.396,2020,Qtr 2,June,18
Angola,0,2020,Qtr 2,June,19
Angola,0.335,2020,Qtr 2,June,20
Angola,0.183,2020,Qtr 2,June,21
Angola,0.122,2020,Qtr 2,June,22
Angola,0.213,2020,Qtr 2,June,23
Angola,0.091,2020,Qtr 2,June,24
Angola,0.091,2020,Qtr 2,June,25
Angola,0.243,2020,Qtr 2,June,26
Angola,0.456,2020,Qtr 2,June,27
Angola,0.974,2020,Qtr 2,June,28
Angola,0.7,2020,Qtr 2,June,29
Angola,0.274,2020,Qtr 2,June,30
Angola,0.243,2020,Qtr 3,July,1
Angola,0.213,2020,Qtr 3,July,2
Angola,0.73,2020,Qtr 3,July,3
Angola,0.396,2020,Qtr 3,July,4
Angola,0.548,2020,Qtr 3,July,5
Angola,0,2020,Qtr 3,July,6
Angola,0.213,2020,Qtr 3,July,7
Angola,0,2020,Qtr 3,July,8
Angola,1.004,2020,Qtr 3,July,9
Angola,0.304,2020,Qtr 3,July,10
Angola,1.886,2020,Qtr 3,July,11
Angola,0.761,2020,Qtr 3,July,12
Angola,0.7,2020,Qtr 3,July,13
Angola,0,2020,Qtr 3,July,14
Angola,0.578,2020,Qtr 3,July,15
Angola,1.552,2020,Qtr 3,July,16
Angola,0.943,2020,Qtr 3,July,17
Angola,0.943,2020,Qtr 3,July,18
Angola,1.491,2020,Qtr 3,July,19
Angola,0.548,2020,Qtr 3,July,20
Angola,1.339,2020,Qtr 3,July,21
Angola,0,2020,Qtr 3,July,22
Angola,0.913,2020,Qtr 3,July,23
Angola,1.004,2020,Qtr 3,July,24
Angola,1.187,2020,Qtr 3,July,25
Angola,0.882,2020,Qtr 3,July,26
Angola,1.521,2020,Qtr 3,July,27
Angola,0.061,2020,Qtr 3,July,28
Angola,0.548,2020,Qtr 3,July,29
Angola,1.521,2020,Qtr 3,July,30
Angola,2.373,2020,Qtr 3,July,31
Angola,0.943,2020,Qtr 3,August,1
Angola,0.152,2020,Qtr 3,August,2
Angola,1.034,2020,Qtr 3,August,3
Angola,0.487,2020,Qtr 3,August,4
Anguilla,133.316,2020,Qtr 1,March,27
Anguilla,0,2020,Qtr 1,March,28
Anguilla,0,2020,Qtr 1,March,29
Anguilla,0,2020,Qtr 1,March,30
Anguilla,0,2020,Qtr 1,March,31
Anguilla,0,2020,Qtr 2,April,1
Anguilla,0,2020,Qtr 2,April,2
Anguilla,66.658,2020,Qtr 2,April,3
Anguilla,0,2020,Qtr 2,April,4
Anguilla,0,2020,Qtr 2,April,5
Anguilla,0,2020,Qtr 2,April,6
Anguilla,0,2020,Qtr 2,April,7
Anguilla,0,2020,Qtr 2,April,8
Anguilla,0,2020,Qtr 2,April,9
Anguilla,0,2020,Qtr 2,April,10
Anguilla,0,2020,Qtr 2,April,11
Anguilla,0,2020,Qtr 2,April,12
Anguilla,0,2020,Qtr 2,April,13
Anguilla,0,2020,Qtr 2,April,14
Anguilla,0,2020,Qtr 2,April,15
Anguilla,0,2020,Qtr 2,April,16
Anguilla,0,2020,Qtr 2,April,17
Anguilla,0,2020,Qtr 2,April,18
Anguilla,0,2020,Qtr 2,April,19
Anguilla,0,2020,Qtr 2,April,20
Anguilla,0,2020,Qtr 2,April,21
Anguilla,0,2020,Qtr 2,April,22
Anguilla,0,2020,Qtr 2,April,23
Anguilla,0,2020,Qtr 2,April,24
Anguilla,0,2020,Qtr 2,April,25
Anguilla,0,2020,Qtr 2,April,26
Anguilla,0,2020,Qtr 2,April,27
Anguilla,0,2020,Qtr 2,April,28
Anguilla,0,2020,Qtr 2,April,29
Anguilla,0,2020,Qtr 2,April,30
Anguilla,0,2020,Qtr 2,May,1
Anguilla,0,2020,Qtr 2,May,2
Anguilla,0,2020,Qtr 2,May,3
Anguilla,0,2020,Qtr 2,May,4
Anguilla,0,2020,Qtr 2,May,5
Anguilla,0,2020,Qtr 2,May,6
Anguilla,0,2020,Qtr 2,May,7
Anguilla,0,2020,Qtr 2,May,8
Anguilla,0,2020,Qtr 2,May,9
Anguilla,0,2020,Qtr 2,May,10
Anguilla,0,2020,Qtr 2,May,11
Anguilla,0,2020,Qtr 2,May,12
Anguilla,0,2020,Qtr 2,May,13
Anguilla,0,2020,Qtr 2,May,14
Anguilla,0,2020,Qtr 2,May,15
Anguilla,0,2020,Qtr 2,May,16
Anguilla,0,2020,Qtr 2,May,17
Anguilla,0,2020,Qtr 2,May,18
Anguilla,0,2020,Qtr 2,May,19
Anguilla,0,2020,Qtr 2,May,20
Anguilla,0,2020,Qtr 2,May,21
Anguilla,0,2020,Qtr 2,May,22
Anguilla,0,2020,Qtr 2,May,23
Anguilla,0,2020,Qtr 2,May,24
Anguilla,0,2020,Qtr 2,May,25
Anguilla,0,2020,Qtr 2,May,26
Anguilla,0,2020,Qtr 2,May,27
Anguilla,0,2020,Qtr 2,May,28
Anguilla,0,2020,Qtr 2,May,29
Anguilla,0,2020,Qtr 2,May,30
Anguilla,0,2020,Qtr 2,May,31
Anguilla,0,2020,Qtr 2,June,1
Anguilla,0,2020,Qtr 2,June,2
Anguilla,0,2020,Qtr 2,June,3
Anguilla,0,2020,Qtr 2,June,4
Anguilla,0,2020,Qtr 2,June,5
Anguilla,0,2020,Qtr 2,June,6
Anguilla,0,2020,Qtr 2,June,7
Anguilla,0,2020,Qtr 2,June,8
Anguilla,0,2020,Qtr 2,June,9
Anguilla,0,2020,Qtr 2,June,10
Anguilla,0,2020,Qtr 2,June,11
Anguilla,0,2020,Qtr 2,June,12
Anguilla,0,2020,Qtr 2,June,13
Anguilla,0,2020,Qtr 2,June,14
Anguilla,0,2020,Qtr 2,June,15
Anguilla,0,2020,Qtr 2,June,16
Anguilla,0,2020,Qtr 2,June,17
Anguilla,0,2020,Qtr 2,June,18
Anguilla,0,2020,Qtr 2,June,19
Anguilla,0,2020,Qtr 2,June,20
Anguilla,0,2020,Qtr 2,June,21
Anguilla,0,2020,Qtr 2,June,22
Anguilla,0,2020,Qtr 2,June,23
Anguilla,0,2020,Qtr 2,June,24
Anguilla,0,2020,Qtr 2,June,25
Anguilla,0,2020,Qtr 2,June,26
Anguilla,0,2020,Qtr 2,June,27
Anguilla,0,2020,Qtr 2,June,28
Anguilla,0,2020,Qtr 2,June,29
Anguilla,0,2020,Qtr 2,June,30
Anguilla,0,2020,Qtr 3,July,1
Anguilla,0,2020,Qtr 3,July,2
Anguilla,0,2020,Qtr 3,July,3
Anguilla,0,2020,Qtr 3,July,4
Anguilla,0,2020,Qtr 3,July,5
Anguilla,0,2020,Qtr 3,July,6
Anguilla,0,2020,Qtr 3,July,7
Anguilla,0,2020,Qtr 3,July,8
Anguilla,0,2020,Qtr 3,July,9
Anguilla,0,2020,Qtr 3,July,10
Anguilla,0,2020,Qtr 3,July,11
Anguilla,0,2020,Qtr 3,July,12
Anguilla,0,2020,Qtr 3,July,13
Anguilla,0,2020,Qtr 3,July,14
Anguilla,0,2020,Qtr 3,July,15
Anguilla,0,2020,Qtr 3,July,16
Anguilla,0,2020,Qtr 3,July,17
Anguilla,0,2020,Qtr 3,July,18
Anguilla,0,2020,Qtr 3,July,19
Anguilla,0,2020,Qtr 3,July,20
Anguilla,0,2020,Qtr 3,July,21
Anguilla,0,2020,Qtr 3,July,22
Anguilla,0,2020,Qtr 3,July,23
Anguilla,0,2020,Qtr 3,July,24
Anguilla,0,2020,Qtr 3,July,25
Anguilla,0,2020,Qtr 3,July,26
Anguilla,0,2020,Qtr 3,July,27
Anguilla,0,2020,Qtr 3,July,28
Anguilla,0,2020,Qtr 3,July,29
Anguilla,0,2020,Qtr 3,July,30
Anguilla,0,2020,Qtr 3,July,31
Anguilla,0,2020,Qtr 3,August,1
Anguilla,0,2020,Qtr 3,August,2
Anguilla,0,2020,Qtr 3,August,3
Anguilla,0,2020,Qtr 3,August,4
Antigua and Barbuda,10.212,2020,Qtr 1,March,15
Antigua and Barbuda,0,2020,Qtr 1,March,21
Antigua and Barbuda,0,2020,Qtr 1,March,22
Antigua and Barbuda,0,2020,Qtr 1,March,23
Antigua and Barbuda,0,2020,Qtr 1,March,24
Antigua and Barbuda,20.423,2020,Qtr 1,March,25
Antigua and Barbuda,0,2020,Qtr 1,March,26
Antigua and Barbuda,40.846,2020,Qtr 1,March,27
Antigua and Barbuda,0,2020,Qtr 1,March,28
Antigua and Barbuda,0,2020,Qtr 1,March,29
Antigua and Barbuda,0,2020,Qtr 1,March,30
Antigua and Barbuda,0,2020,Qtr 1,March,31
Antigua and Barbuda,0,2020,Qtr 2,April,1
Antigua and Barbuda,0,2020,Qtr 2,April,2
Antigua and Barbuda,20.423,2020,Qtr 2,April,3
Antigua and Barbuda,61.27,2020,Qtr 2,April,4
Antigua and Barbuda,0,2020,Qtr 2,April,5
Antigua and Barbuda,0,2020,Qtr 2,April,6
Antigua and Barbuda,0,2020,Qtr 2,April,7
Antigua and Barbuda,0,2020,Qtr 2,April,8
Antigua and Barbuda,0,2020,Qtr 2,April,9
Antigua and Barbuda,40.846,2020,Qtr 2,April,10
Antigua and Barbuda,20.423,2020,Qtr 2,April,11
Antigua and Barbuda,0,2020,Qtr 2,April,12
Antigua and Barbuda,0,2020,Qtr 2,April,13
Antigua and Barbuda,20.423,2020,Qtr 2,April,14
Antigua and Barbuda,0,2020,Qtr 2,April,15
Antigua and Barbuda,0,2020,Qtr 2,April,16
Antigua and Barbuda,0,2020,Qtr 2,April,17
Antigua and Barbuda,0,2020,Qtr 2,April,18
Antigua and Barbuda,0,2020,Qtr 2,April,19
Antigua and Barbuda,0,2020,Qtr 2,April,20
Antigua and Barbuda,0,2020,Qtr 2,April,21
Antigua and Barbuda,10.212,2020,Qtr 2,April,22
Antigua and Barbuda,0,2020,Qtr 2,April,23
Antigua and Barbuda,0,2020,Qtr 2,April,24
Antigua and Barbuda,0,2020,Qtr 2,April,25
Antigua and Barbuda,0,2020,Qtr 2,April,26
Antigua and Barbuda,0,2020,Qtr 2,April,27
Antigua and Barbuda,0,2020,Qtr 2,April,28
Antigua and Barbuda,0,2020,Qtr 2,April,29
Antigua and Barbuda,0,2020,Qtr 2,April,30
Antigua and Barbuda,0,2020,Qtr 2,May,1
Antigua and Barbuda,10.212,2020,Qtr 2,May,2
Antigua and Barbuda,0,2020,Qtr 2,May,3
Antigua and Barbuda,0,2020,Qtr 2,May,4
Antigua and Barbuda,0,2020,Qtr 2,May,5
Antigua and Barbuda,0,2020,Qtr 2,May,6
Antigua and Barbuda,0,2020,Qtr 2,May,7
Antigua and Barbuda,0,2020,Qtr 2,May,8
Antigua and Barbuda,0,2020,Qtr 2,May,9
Antigua and Barbuda,0,2020,Qtr 2,May,10
Antigua and Barbuda,0,2020,Qtr 2,May,11
Antigua and Barbuda,0,2020,Qtr 2,May,12
Antigua and Barbuda,0,2020,Qtr 2,May,13
Antigua and Barbuda,0,2020,Qtr 2,May,14
Antigua and Barbuda,0,2020,Qtr 2,May,15
Antigua and Barbuda,0,2020,Qtr 2,May,16
Antigua and Barbuda,0,2020,Qtr 2,May,17
Antigua and Barbuda,0,2020,Qtr 2,May,18
Antigua and Barbuda,0,2020,Qtr 2,May,19
Antigua and Barbuda,0,2020,Qtr 2,May,20
Antigua and Barbuda,0,2020,Qtr 2,May,21
Antigua and Barbuda,0,2020,Qtr 2,May,22
Antigua and Barbuda,0,2020,Qtr 2,May,23
Antigua and Barbuda,0,2020,Qtr 2,May,24
Antigua and Barbuda,0,2020,Qtr 2,May,25
Antigua and Barbuda,0,2020,Qtr 2,May,26
Antigua and Barbuda,0,2020,Qtr 2,May,27
Antigua and Barbuda,0,2020,Qtr 2,May,28
Antigua and Barbuda,0,2020,Qtr 2,May,29
Antigua and Barbuda,0,2020,Qtr 2,May,30
Antigua and Barbuda,0,2020,Qtr 2,May,31
Antigua and Barbuda,0,2020,Qtr 2,June,1
Antigua and Barbuda,0,2020,Qtr 2,June,2
Antigua and Barbuda,0,2020,Qtr 2,June,3
Antigua and Barbuda,10.212,2020,Qtr 2,June,4
Antigua and Barbuda,0,2020,Qtr 2,June,5
Antigua and Barbuda,0,2020,Qtr 2,June,6
Antigua and Barbuda,0,2020,Qtr 2,June,7
Antigua and Barbuda,0,2020,Qtr 2,June,8
Antigua and Barbuda,0,2020,Qtr 2,June,9
Antigua and Barbuda,0,2020,Qtr 2,June,10
Antigua and Barbuda,0,2020,Qtr 2,June,11
Antigua and Barbuda,0,2020,Qtr 2,June,12
Antigua and Barbuda,0,2020,Qtr 2,June,13
Antigua and Barbuda,0,2020,Qtr 2,June,14
Antigua and Barbuda,0,2020,Qtr 2,June,15
Antigua and Barbuda,0,2020,Qtr 2,June,16
Antigua and Barbuda,0,2020,Qtr 2,June,17
Antigua and Barbuda,0,2020,Qtr 2,June,18
Antigua and Barbuda,0,2020,Qtr 2,June,19
Antigua and Barbuda,0,2020,Qtr 2,June,20
Antigua and Barbuda,0,2020,Qtr 2,June,21
Antigua and Barbuda,0,2020,Qtr 2,June,22
Antigua and Barbuda,0,2020,Qtr 2,June,23
Antigua and Barbuda,0,2020,Qtr 2,June,24
Antigua and Barbuda,398.252,2020,Qtr 2,June,25
Antigua and Barbuda,0,2020,Qtr 2,June,26
Antigua and Barbuda,0,2020,Qtr 2,June,27
Antigua and Barbuda,0,2020,Qtr 2,June,28
Antigua and Barbuda,0,2020,Qtr 2,June,29
Antigua and Barbuda,10.212,2020,Qtr 2,June,30
Antigua and Barbuda,0,2020,Qtr 3,July,1
Antigua and Barbuda,0,2020,Qtr 3,July,2
Antigua and Barbuda,20.423,2020,Qtr 3,July,3
Antigua and Barbuda,0,2020,Qtr 3,July,4
Antigua and Barbuda,0,2020,Qtr 3,July,5
Antigua and Barbuda,0,2020,Qtr 3,July,6
Antigua and Barbuda,20.423,2020,Qtr 3,July,7
Antigua and Barbuda,0,2020,Qtr 3,July,8
Antigua and Barbuda,30.635,2020,Qtr 3,July,9
Antigua and Barbuda,0,2020,Qtr 3,July,10
Antigua and Barbuda,10.212,2020,Qtr 3,July,11
Antigua and Barbuda,0,2020,Qtr 3,July,12
Antigua and Barbuda,0,2020,Qtr 3,July,13
Antigua and Barbuda,0,2020,Qtr 3,July,14
Antigua and Barbuda,0,2020,Qtr 3,July,15
Antigua and Barbuda,0,2020,Qtr 3,July,16
Antigua and Barbuda,0,2020,Qtr 3,July,17
Antigua and Barbuda,20.423,2020,Qtr 3,July,18
Antigua and Barbuda,0,2020,Qtr 3,July,19
Antigua and Barbuda,0,2020,Qtr 3,July,20
Antigua and Barbuda,0,2020,Qtr 3,July,21
Antigua and Barbuda,0,2020,Qtr 3,July,22
Antigua and Barbuda,0,2020,Qtr 3,July,23
Antigua and Barbuda,0,2020,Qtr 3,July,24
Antigua and Barbuda,61.27,2020,Qtr 3,July,25
Antigua and Barbuda,0,2020,Qtr 3,July,26
Antigua and Barbuda,0,2020,Qtr 3,July,27
Antigua and Barbuda,40.846,2020,Qtr 3,July,28
Antigua and Barbuda,0,2020,Qtr 3,July,29
Antigua and Barbuda,51.058,2020,Qtr 3,July,30
Antigua and Barbuda,0,2020,Qtr 3,July,31
Antigua and Barbuda,0,2020,Qtr 3,August,1
Antigua and Barbuda,0,2020,Qtr 3,August,2
Antigua and Barbuda,0,2020,Qtr 3,August,3
Antigua and Barbuda,10.212,2020,Qtr 3,August,4
Argentina,0.022,2020,Qtr 1,March,4
Argentina,0.022,2020,Qtr 1,March,6
Argentina,0.133,2020,Qtr 1,March,7
Argentina,0.022,2020,Qtr 1,March,8
Argentina,0.066,2020,Qtr 1,March,9
Argentina,0.155,2020,Qtr 1,March,11
Argentina,0.266,2020,Qtr 1,March,13
Argentina,0.066,2020,Qtr 1,March,14
Argentina,0.243,2020,Qtr 1,March,15
Argentina,0.243,2020,Qtr 1,March,16
Argentina,0.199,2020,Qtr 1,March,17
Argentina,0.31,2020,Qtr 1,March,18
Argentina,0.398,2020,Qtr 1,March,19
Argentina,0.686,2020,Qtr 1,March,20
Argentina,0.664,2020,Qtr 1,March,21
Argentina,1.482,2020,Qtr 1,March,22
Argentina,0.907,2020,Qtr 1,March,23
Argentina,0.774,2020,Qtr 1,March,24
Argentina,1.903,2020,Qtr 1,March,25
Argentina,2.544,2020,Qtr 1,March,26
Argentina,1.925,2020,Qtr 1,March,27
Argentina,2.235,2020,Qtr 1,March,28
Argentina,1.217,2020,Qtr 1,March,29
Argentina,1.659,2020,Qtr 1,March,30
Argentina,3.23,2020,Qtr 1,March,31
Argentina,0,2020,Qtr 2,April,1
Argentina,3.695,2020,Qtr 2,April,2
Argentina,0,2020,Qtr 2,April,3
Argentina,2.921,2020,Qtr 2,April,4
Argentina,4.115,2020,Qtr 2,April,5
Argentina,2.279,2020,Qtr 2,April,6
Argentina,1.637,2020,Qtr 2,April,7
Argentina,1.925,2020,Qtr 2,April,8
Argentina,1.77,2020,Qtr 2,April,9
Argentina,2.19,2020,Qtr 2,April,10
Argentina,1.792,2020,Qtr 2,April,11
Argentina,3.584,2020,Qtr 2,April,12
Argentina,1.46,2020,Qtr 2,April,13
Argentina,1.527,2020,Qtr 2,April,14
Argentina,3.54,2020,Qtr 2,April,15
Argentina,0,2020,Qtr 2,April,16
Argentina,2.832,2020,Qtr 2,April,17
Argentina,2.168,2020,Qtr 2,April,18
Argentina,3.761,2020,Qtr 2,April,19
Argentina,2.257,2020,Qtr 2,April,20
Argentina,1.991,2020,Qtr 2,April,21
Argentina,2.478,2020,Qtr 2,April,22
Argentina,3.186,2020,Qtr 2,April,23
Argentina,3.253,2020,Qtr 2,April,24
Argentina,0,2020,Qtr 2,April,25
Argentina,7.611,2020,Qtr 2,April,26
Argentina,0,2020,Qtr 2,April,27
Argentina,4.934,2020,Qtr 2,April,28
Argentina,2.744,2020,Qtr 2,April,29
Argentina,3.496,2020,Qtr 2,April,30
Argentina,3.164,2020,Qtr 2,May,1
Argentina,2.301,2020,Qtr 2,May,2
Argentina,3.297,2020,Qtr 2,May,3
Argentina,2.257,2020,Qtr 2,May,4
Argentina,2.301,2020,Qtr 2,May,5
Argentina,2.943,2020,Qtr 2,May,6
Argentina,4.16,2020,Qtr 2,May,7
Argentina,3.607,2020,Qtr 2,May,8
Argentina,5.31,2020,Qtr 2,May,9
Argentina,3.651,2020,Qtr 2,May,10
Argentina,0.288,2020,Qtr 2,May,11
Argentina,5.421,2020,Qtr 2,May,12
Argentina,11.705,2020,Qtr 2,May,13
Argentina,6.992,2020,Qtr 2,May,14
Argentina,5.642,2020,Qtr 2,May,15
Argentina,7.633,2020,Qtr 2,May,16
Argentina,7.213,2020,Qtr 2,May,17
Argentina,0,2020,Qtr 2,May,18
Argentina,12.523,2020,Qtr 2,May,19
Argentina,9.691,2020,Qtr 2,May,20
Argentina,10.488,2020,Qtr 2,May,21
Argentina,14.338,2020,Qtr 2,May,22
Argentina,15.886,2020,Qtr 2,May,23
Argentina,15.577,2020,Qtr 2,May,24
Argentina,15.997,2020,Qtr 2,May,25
Argentina,12.214,2020,Qtr 2,May,26
Argentina,13.276,2020,Qtr 2,May,27
Argentina,15.599,2020,Qtr 2,May,28
Argentina,17.015,2020,Qtr 2,May,29
Argentina,15.864,2020,Qtr 2,May,30
Argentina,17.59,2020,Qtr 2,May,31
Argentina,14.094,2020,Qtr 2,June,1
Argentina,12.479,2020,Qtr 2,June,2
Argentina,20.002,2020,Qtr 2,June,3
Argentina,20.998,2020,Qtr 2,June,4
Argentina,0,2020,Qtr 2,June,5
Argentina,39.141,2020,Qtr 2,June,6
